,job name,company name,place,applicants,posted at,job type,num emp,hiring person,description,pay,sector
664,Assistant Manager - Data Scientist-CPG027580,Genpact,"Bengaluru, Karnataka, India",,2 weeks ago,Full-time · Associate,"10,001+ employees · Information Technology & Services",4 school alumni,"About the job
With a startup spirit and 90,000+ curious and courageous minds, we have the expertise to go deep with the world’s biggest brands—and we have fun doing it. Now, we’re calling all you rule-breakers and risk-takers who see the world differently and are bold enough to reinvent it.

Transformation happens here. Come, be a part of our exciting journey!

Are you the one we are looking for?

Inviting applications for the role of AM, Data Scientist!

We are looking for data scientists responsible for solving business problems like forecasting, segmentation, classification using statistical and data science techniques. The candidate should have experience as a Data Scientist with extensive experience in analytical modeling and can work independently right from understanding the business problem to be solved through the development & deployment of models.

Responsibilities
Performing data analysis by integrating data from different data sources
Able to understand various data structures and common methods in data transformation
Participating and add value throughout the data life cycle - data capturing, model inputs
Developing advanced statistical models, machine learning methods (Random Forest, Decision Trees, SVM, NLP, Gradient Boosting, Supervised/Unsupervised Learning, Clustering, classification, and regression modeling) & deploying these models
Should have expertise on predictive modeling techniques and methods
Should have expertise in technical tools like Python, R, Advance SQL, Alteryx, MS Office. Good to have exposure to BI tools like Tableau, Power BI, etc.
Should be able to develop the model and incorporate feedback & deploy the model in production
Ability to interact with the business to identify use cases to be solved
Qualifications we seek in you!

Minimum Qualifications
Experience in statistical and data science techniques
Python, Alteryx, SQL, MS Office tools, R
Excellent exposure to data science, statistical and modeling techniques
Excellent communication and presentation skills
BE/B- Tech, MCA, MSc, MBA
Behavioral/Team Skills
Personal drive and positive work ethic to deliver results within tight deadlines and in demanding situations
Flexibility to adapt to a variety of engagement types, working hours and work environments and locations
Preferred Qualifications
Superb communication and negotiation skills
Genpact is an Equal Opportunity Employer and considers applicants for all positions without regard to race, color, religion or belief, sex, age, national origin, citizenship status, marital status, military/veteran status, genetic information, sexual orientation, gender identity, physical or mental disability or any other characteristic protected by applicable laws. Genpact is committed to creating a dynamic work environment that values diversity and inclusion, respect and integrity, customer focus, and innovation. For more information, visit www.genpact.com. Follow us on Twitter, Facebook, LinkedIn, and YouTube.

Job

Assistant Manager

Primary Location

India-Bangalore

Schedule

Full-time

Education Level

Master's / Equivalent

Job Posting

Oct 6, 2021, 1:20:04 PM

Unposting Date

Ongoing

Master Skills List

Operations

Job Category

Full Time",,
665,Data Scientist-Machine Learning Engineer -Hybrid Work Model,Taboola,"Sheva, Maharashtra, India",,2 weeks ago,Full-time,"1,001-5,000 employees · Internet",See how you compare to 10 applicants. Try Premium for free,"About the job
Taboola, the world’s largest content recommendation platform, is hiring an Data Scientist.

In This Job You Will
Be responsible for the entire algorithmic life-cycle in the company: data analytics, prototyping of new ideas, implementing algorithms in a production environment and then monitoring and maintaining them
Turn algorithm prototypes into shippable products that will have a significant and immediate impact on the company’s revenue
Work on a daily basis with some of the hottest trends in today’s job market: machine/deep learning, big data analytics and cloud computing
Apply your scientific knowledge and creativity to analyze large volumes of diverse data and develop algorithms to solve complex problems
Influence directly on the way billions of people discover the internet
Work on projects such as Internet Personalization, Content Feed, Real Time Bidding, Video Recommendations and much more
Our Tech Stack

Python, Java, TensorFlow, Spark, Kafka, Cassandra, ElasticSearch, BigQuery, Google Cloud Platform, and Docker

About You
M.Sc. or PhD. in Computer Science, Mathematics, Engineering or a related field
Strong knowledge in Python
Good knowledge in Java, Scala or C++
Familiarity with statistical modeling techniques
3+ years of hands on experience with coding machine learning/statistical modeling based solutions
Experience in data analysis and visualization and strong knowledge in SQL
Possess strong problem solving and critical thinking skills
Nice To Have
Experience in developing models using deep learning techniques and tools
Experience in developing software within a distributed computation framework
Why Taboola?
Taboola is the world’s leading recommendation platform reaching over 500 million daily active users. We’re growing rapidly, and have recently gone public on the NASDAQ.
Adam Singolda, Taboola Founder and CEO says; “You can copy anything from another business but you can’t copy a company’s culture.”
If you ask our employees what they love about Taboola they will tell you that here, they are able to discover their best professional selves, explore where they can grow to, and learn from and together with smart and talented people.
At Taboola, we pride ourselves in making an impact on how people consume content across the world, a culture of transparency, passion, and a diverse, inclusive and friendly work environment.
You can get to know us more by visiting our company website, careers site, Taboola Life blog and social media channels; Facebook, Instagram, Twitter and LinkedIn
Want to learn more about us, you’re welcome to watch the latest News article about Taboola

Sounds good, how do I apply?

It’s easy, submit your CV by clicking the “Apply” button below.

Taboola is an equal opportunity employer and we value diversity in all forms. We are committed to creating an inclusive environment for all employees and believe such an environment is critical for success. Employment is decided on the basis of qualifications, merit, and business need.",,
666,Applied Scientist,Amazon,"Bengaluru, Karnataka, India",,2 weeks ago,Full-time,"10,001+ employees · Internet",8 school alumni,"About the job
Description

Do you want to join an innovative team of scientists who use machine learning and statistical techniques to create state-of-the-art solutions for providing better value to Amazon’s customers? Do you want to build and deploy advanced algorithmic systems that help optimize millions of transactions every day? Are you excited by the prospect of analyzing and modeling terabytes of data to solve real world problems? Do you like to own end-to-end business problems/metrics and directly impact the profitability of the company? Do you like to innovate and simplify? If yes, then you may be a great fit to join the Machine Learning and Data Sciences team for India Consumer Businesses.
If you have an entrepreneurial spirit, know how to deliver, love to work with data, are deeply technical, highly innovative and long for the opportunity to build solutions to challenging problems that directly impact the company's bottom-line, we want to talk to you.
Major responsibilities
Use machine learning and analytical techniques to create scalable solutions for business problems
Analyze and extract relevant information from large amounts of Amazon’s historical business data to help automate and optimize key processes
Design, development, evaluate and deploy innovative and highly scalable models for predictive learning
Research and implement novel machine learning and statistical approaches
Work closely with software engineering teams to drive real-time model implementations and new feature creations
Work closely with business owners and operations staff to optimize various business operations
Establish scalable, efficient, automated processes for large scale data analyses, model development, model validation and model implementation
Mentor other scientists and engineers in the use of ML techniques
ML-India


Basic Qualifications
A MS or PhD in Computer Science or Machine learning or Operational research or Statistics or in a highly quantitative field
5+ years of hands-on experience in applied Machine Learning and Big data.
Strong grasp of machine learning, data mining and data analytics techniques
Strong Problem solving ability
Comfortable using Java or C++/C.
Good knowledge of scientific programming in scripting languages like R/Python
Preferred Qualifications
PHD in any of the following disciplines - Computer Science, Machine Learning, Data Mining, Statistics, Operational Research
Experience with distributed algorithms
Experience with Hadoop, Hive, Pig, Spark
Superior verbal and written communication skills, ability to convey rigorous mathematical concepts and considerations to non-experts.
Experience with Oracle in a Linux or UNIX environment

Company - ADCI - Karnataka
Job ID: A1379000",,
667,ACN - Applied Intelligence - CS&S - Retail Analytics - 11,Accenture in India,"Bengaluru, Karnataka, India",,,Full-time · Entry level,"10,001+ employees · Information Technology & Services",17 school alumni,"About the job
About Accenture:

Accenture is a leading global professional services company, providing a broad range of services in strategy and consulting, interactive, technology and operations, with digital capabilities across all of these services. We combine unmatched experience and specialized capabilities across more than 40 industries - powered by the world's largest network of Advanced Technology and Intelligent Operations centers. With 514,000 people serving clients in more than 120 countries, Accenture brings continuous innovation to help clients improve their performance and create lasting value across their enterprises. Visit us at www.accenture.com

Accenture Applied Intelligence practice help our clients grow their business in entirely new ways. Analytics enables our clients to achieve high performance through insights from data - insights that inform better decisions and strengthen customer relationships. From strategy to execution, Accenture works with organizations to develop analytic capabilities - from accessing and reporting on data to predictive modelling - to outperform the competition

As part of our Analytics practice, you will join a worldwide network of over 20,000 smart and driven colleagues experienced in leading AI/ML/Statistical tools, methods and applications. From data to analytics and insights to actions, our forward-thinking consultants provide analytically-informed, issue-based insights at scale to help our clients improve outcomes and achieve high performance.

Analyst in Applied Intelligence

An Analyst in ‘Applied intelligence –understands the importance of sound analytical decision-making, relationship of tasks to the overall project, and executes projects in the context of a business performance improvement initiative.

Duties and Responsibilities:

Ability to work with large data sets and present conclusions to key stakeholders; Data management using R/Python/Spark

Support, monitor and manage all aspects of daily activities with

Audience Segmentation

Root-cause analysis

Working through the phases of project

Define data requirements for creating a model and understand the business problem

Clean, aggregate, analyze, interpret data and carry out quality analysis of it

Set up data for predictive/prescriptive analysis

Development of AI/ML models or statistical/econometric models.

Working along with the team members

Looking for insight and creating a presentation to demonstrate these insights

Educational Background/qualifications

B Tech/M Tech from reputed engineering colleges

Masters/M Tech in Computer Science

Master degree in Statistics/Econometrics/ Economics from reputed institute

M.Phil/Ph.D in Statistics/Econometrics or related field. Requirements: Responible for taking up day-to-day activities for making deliverables to the Client Duties and Responsibilities:

Act as a Data Scientist for data handling, extraction, manipulation; creating structured form of data and pulling tangible insights from data

Take inputs from the Manger/Consultant to develop statistical models (predictive modeling, forecasting etc.) and apply appropriate techniques such as Exploratory Analysis, Regression, Segmentation etc.

Prepare summary of results for in-house discussion and take feedback whenever/wherever required

Develop executive dashboards to present the analytical insights derived from the data analysis Proficiency & Experience:

1-3 years of experience

Strong ability to extract strategic insights from large data sets

Adept with using Statistical (like forecasting/modeling, data analysis, regression/optimization models), Machine Learning (GBM, Decision Trees etc.) & AI techniques (Deep Learning) Skills:

Proficient in data handling suites PYTHON, Spark, R, HIVE, SAS, SQL, or similar packages

Excellent written and oral communication skills with ability to clearly communicate ideas and results to non-technical business people

Strong aptitude, ability, motivation and interest in placing quantitative analysis in the context of marketing and business economics.

Adept with knowledge & working on Visualization tools like Tableau, POWER BI, etc. Soft Skills

Strong problem soling skills

Good team player

Attention to details

Good communication skills",,
668,Executive-Data Scientist-Bangalore,Nielsen,"Bengaluru, Karnataka, India",,1 week ago,Full-time,"10,001+ employees · Information Technology & Services",2 school alumni,"About the job
About The Role

Our Data Science team is experimenting, testing, and driving major insights that impact both a global network of clients and own Nielsen direction. As a Data Scientist you will be responsible for high-quality design, execution and delivery of global analytics solutions, performance dashboards, and analytical studies. Excited? Come join us!

Role Details
Design, Execute and Deliver analytical studies extracting and utilizing data from multiple sources to identify new insights for internal teams.
Prepare communications of study results for broad distribution to clients and internal teams through written and video media.
Develop and maintain performance dashboards and web-based reporting tools.
Engage with internal stakeholders to ensure the development and successful implementation of plans to address performance opportunities.
Proactively identify potential risks to the data quality of analyses, assist in required investigations to ensure prompt and accurate resolution of potential issues.
Communicate effectively with clients and internal stakeholders to ensure the quality of input data used in analyses, the understanding of results, and successful completion of follow-up actions.
Maintain flexibility in working in a dynamic work environment where delivery schedules and priorities fluctuate according to client needs and external department demands.
Work collaboratively with colleagues in the same location and in offices located globally.
Recommend improvements in processes and procedures within the area of responsibility.
Minimum Requirements

Role Qualifications:
Strong Analytical and technical capabilities.
Intermediate / Advanced in Python for Data Science.
Proficient in Google workspace (Formerly G Suite) tools such as Sheets, Docs and etc.
Proficient in Relational databases and SQL.
Sound understanding and Knowledge of statistical concepts and tools.
Ability to work in a virtual environment.
Preferred Requirements
Experience in building and deploying applications on cloud platforms.
Conceptual understanding of Machine Learning Algorithms.
Proficiency in Atlassian Suite such as JIRA and Confluence.
Experience in a version control system like Bitbucket / GitLab.
Knowledge of dashboarding and visualization tools like Spotfire/Tableau.
Soft Skills
Motivated, proactive, detail-oriented, and strong commitment to timely execution of tasks.
Critical thinking and problem solving.
Organizational skills (Time management and prioritization)
Strong written and verbal communication skills with the ability to instill confidence with internal stakeholders and clients.
Open to constructive feedback and readiness to adapt
About The Team

Data Science is at the core of Nielsen’s business. Our team of researchers come from diverse disciplines and they drive innovation, new product ideation, experimental design and testing, complex analysis and delivery of data insights around the world. We support all International Media clients and are located where our clients are.

About Nielsen

As the arbiter of truth, Nielsen Global Media fuels the media industry with unbiased, reliable data about what people watch and listen to. To discover what’s true, we measure across all channels and platforms⁠—from podcasts to streaming TV to social media. And when companies and advertisers are armed with the truth, they have a deeper understanding of their audiences and can accelerate growth.

Do you want to move the industry forward with Nielsen? Our people are the driving force. Your thoughts, ideas and expertise can propel us forward. Whether you have fresh thinking around maximizing a new technology or you see a gap in the market, we are here to listen and take action. Our team is made strong by a diversity of thoughts, experiences, skills, and backgrounds. You’ll enjoy working with smart, fun, curious colleagues, who are passionate about their work. Come be part of a team that motivates you to do your best work!",,
669,Lead Machine Learning Engineer,Kimberly-Clark,"Bengaluru, Karnataka, India",,1 month ago,Full-time · Associate,"10,001+ employees · Consumer Goods",See recent hiring trends for Kimberly Clark - APAC. Try Premium for free,"About the job
Job Description

Kimberley-Clark is on a mission to transform to become a data driven and AI-First company.

Vision of this team to embed an algorithm into every K-C Decision, process and product.

We are looking for a hardworking, aspirational and innovative engineering leader for the Lead ML Engineer position in our AI engineering and innovation team within the CDO organization. The lead ML engineer will play a diverse and far-reaching role across organizations providing leadership and influencing adoption of technical solutions, strategies and design patters across multiple teams and partners within Kimberley-Clark.

Responsibilities
Participate in research and innovation of data science projects that have impact to our products and customers globally
Apply ML expertise to train models, validates the accuracy of the models, and deploys the models at scale to production
Design, build systems which improve machine learning scalability, usability and performance
Work with data scientists and data engineers to build pipeline to train and deploy models
Represent Kimberley-Clark in external ML industry events and publish thought leadership pieces
Lead the design of prototypes in our AI factory, partnering with product teams, AI strategists and data scientists, other stakeholders throughout the AI development life cycle
Aggregate huge amount of data from disparate sources to discover patterns and features necessary to automate the analytical models
Research, write documents and technical requirements, white papers
Lead and transform data science prototypes
Design AI applications using efficient ML models
Select appropriate datasets and data representation methods
Explore the state-of-the-art technologies and apply them to deliver customer benefits
Think pragmatically when introducing new technologies. Balance the demand for short-term goals to meet project deadlines, with the need for longer-term and innovative solutions
Mentor a diverse team of junior engineers in machine learning techniques, tools and concepts. Provides guidance and leadership to more junior engineers.
Effectively communicate results to peers and leaders
Qualifications
M.S. or PhD in Computer Science or Machine Learning related degree; or equivalent work experience in the field.
10+ years of strong, hands-on development experience
5+ years of core data science experience
Experience on multiple complex scenarios, along with complex kind of data modelling
Someone who can lead the team / guide the junior team members
Diversity of work in data science, diversity in solving different kinds of problems, using and creating different algorithms
Complex business problems solution experience
Complex initiatives, Initiatives taken outside the work, and more importantly Leading DS teams along with define the use case to go after
5+ years’ experience leading and delivering effective ML solutions for large scale production use cases.
Experience in distributed, scalable systems, modern data storage, messaging, and processing frameworks (Kafka, Spark, Databricks, Azure ADLS, Azure ML etc.). Working experience on how to put modern data / ML pipelines together using these frameworks
Experience with a number of ML techniques and frameworks, e.g. data discretization, normalization, sampling, linear regression, decision trees, deep neural networks, etc.
Strong technical advocate with a background in Java, C++, or Scala, and Python.
Collaborative working style with a strong focus on disciplined execution and results.
Strong ability to communicate relevant information clearly and concisely
Ability to look ahead to identify opportunities and thrive in a culture of innovation
Self-starter who can see the big picture, and prioritize your work to make the largest impact on the business’ and customer’s vision and requirements
Experience in building, testing, and deploying code to run on Azure cloud datalake
Experience with at least one of the deep learning frameworks such as TensorFlow, PyTorch or Keras.
Global VISA and Relocation Specifications:

K-C requires that an employee have authorization to work in the country in which the role is based. In the event an applicant does not have current work authorization, K-C will determine, in its sole discretion, whether to sponsor an individual for work authorization. However, based on immigration requirements, not all roles are suitable for sponsorship.

This role is available for local candidates already authorized to work in the role’s country only. K-C will not provide relocation support for this role.

Primary Location

IT Centre Bengaluru GDTC

Additional Locations

Worker Type

Employee

Worker Sub-Type

Regular

Time Type

Full time",,
670,Data Scientist 3,Oracle,"Hyderabad, Telangana, India",,1 month ago,Full-time · Entry level,"10,001+ employees · Information Technology & Services",2 connections · 32 school alumni,"About the job
Job Description

Oracle CX Marketing is an integrated portfolio of digital marketing solutions that help B2B and B2C marketers use real-time intelligence and customer signals to deliver personalized experiences. As a Senior Data Scientist, you will be working closely with various engineering and product leaders to innovate and build best in class AI/ML features across the entire portfolio of products. In this role, you will be doing a blend of traditional data science work and big data/software engineering. Our responsibility is to build scalable, cost-conscious, stable, repeatable, and accurate machine learning and ETL pipelines in a cloud environment. This work may span all aspects of the data science and software development lifecycle.

Role
Research and develop analysis, modeling, and optimization methods to improve the AI in Oracle CX Marketing products.
Participate in cutting edge research in machine intelligence and machine learning applications in enterprise marketing cloud.
Work with large, complex data sets. Solve difficult, non-routine analysis problems, applying advanced ML methods as needed.
Conduct analysis that includes data gathering and requirements specification, processing, analysis, ongoing deliverables, and presentations.
Provide recommendations on our ML and experimentation roadmap, proposing what to study and to develop to bring ML methods to scale at Oracle CX.
Develop the experimentation platform by researching new methods and conducting rigorous analyses
Mentor other Data Scientists, and help them to develop their projects related to experimentation and evaluation
Provide guidance on statistical, deep learning and machine learning methodological problems across the Oracle CX
Develop solutions for real world, large scale problems.
Implement data science pipelines and applications in a general programming language such as Python, Scala, or Java, or Spark
Craft a measurement strategy to evaluate the performance of complex systems against challenging requirements
Key Qualifications
Experience in Natural Language Understanding, Computer Vision, Machine Learning, Algorithmic Foundations of Optimization, Data Mining or Machine Intelligence (Artificial Intelligence).
In-depth knowledge of machine learning algorithms and their applications including practical experience with and theoretical understanding of algorithms for classification, regression, clustering, deep learning and reinforcement learning.
Programming experience in C, C++, Python.
Strong communication, and ability to explain difficult technical topics (especially causal topics) to everyone from data scientists to engineers to business partners.
Ability to ingest large data using at least one query language (e.g., SQL, Spark, etc.), and use one of scripting language for more sophisticated analyses (e.g., R, Python, Scala).
Self-starter with strong leadership abilities. Excellent presentation skills, distilling complex analysis and concepts into concise business-focused takeaways
Excellent problem solving, critical thinking, analytical and interpersonal skills
Able to work well with diverse roles such as product managers and engineers
Ability to handle multiple projects with strict deadlines
Experience with the machine learning life cycle and libraries in Python/Scala
Experience with one or more deep learning frameworks e.g., TensorFlow, PyTorch.
Working knowledge of relational databases, including SQL, and large-scale distributed systems such as Hadoop and Spark
Education
Bachelors, Masters, or PhD Degree in Computer Science/Machine Learning or equivalent professional experience.
Designs, develops and programs methods, processes, and systems to consolidate and analyze unstructured, diverse “big data” sources to generate actionable insights and solutions for client services and product enhancement.

Interacts with product and service teams to identify questions and issues for data analysis and experiments. Develops and codes software programs, algorithms and automated processes to cleanse, integrate and evaluate large datasets from multiple disparate sources. Identifies meaningful insights from large data and metadata sources; interprets and communicates insights and findings from analysis and experiments to product, service, and business managers.

Job duties are varied and complex utilizing independent judgment. May have project lead role. 5 years relevant work experience. BS/BA preferred.

About Us

Innovation starts with inclusion at Oracle. We are committed to creating a workplace where all kinds of people can be themselves and do their best work. It’s when everyone’s voice is heard and valued, that we are inspired to go beyond what’s been done before. That’s why we need people with diverse backgrounds, beliefs, and abilities to help us create the future, and are proud to be an affirmative-action equal opportunity employer.

Oracle is an Equal Employment Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, sexual orientation, gender identity, disability and protected veterans status, age, or any other characteristic protected by law. Oracle will consider for employment qualified applicants with arrest and conviction records pursuant to applicable law.",,
671,AIRA MATRIX - Lead Engineer - Image Processing/Deep Learning,AIRA MATRIX,"Mumbai, Maharashtra, India",,3 days ago,Full-time · Entry level,51-200 employees · Computer Software,See recent hiring trends for AIRA MATRIX. Try Premium for free,"About the job
AIRA Matrix provides artificial intelligence based solutions for Life Sciences applications. Our products and services improve efficiency, diagnostic accuracy and turnaround in pathology and microbiology workflows, in research, pharmaceutical and clinical laboratories.Offerings from the company's deep learning platform AIRAVAT include:-

Pre-trained applications for feature identification and quantification.-

Workflow efficiency solutions for triaging, grading, predicting and inferencing.-

Ready deep learning networks for easy DIY development of analysis workflows.The platform is vendor-neutral, supports collaboration across teams and can be easily integrated with other digital laboratory solutions.

Job Description :- Design and development of robust, efficient and real-time algorithms for Analysis and Classification of Medical Images using state-of-art techniques from Image Processing, Pattern Recognition, Computer Vision and Machine Learning.- Development of innovative solutions for various problems related to Segmentation, Detection, classification and quantification of high resolution (~50K x 50K) coloured images for applications in Digital Pathology.- Design of efficient models in Machine Learning / Deep Learning for accurate analysis and classification of High resolution Images.- To learn and update oneself on the emerging trends of technology and apply them in the projects for better results leading to publications and patents.- Explore new areas of Expert Systems, Cognitive Computing, Artificial Intelligence, Computational Photography etc.Academic background preferred:- PhD / M. Tech. / M.E. / M.C.A. (preferably from CSE / IT / ECE / EE background).- B. Tech. / B.E. with exceptional academic/professional background.Experience (Industrial / R&D)- Junior level: 2
4 years- Mid-level:
5
7 yearsSpecialization / Domain knowledge:- Image Processing, Pattern Recognition, Computer Vision- Machine Learning, Deep Learning- Experience with Medical Image Processing is an added advantageTechnical Skills Required-- Hands-on experience in developing and implementing Image Processing and Machine Learning algorithms- Strong programming knowledge in any of C, C++, Python, JAVA etc.- Hands-on experience in using Deep Learning frameworks and libraries- Concepts of parallel architecture on GPU is an added advantage.Key Sills :- Image Processing, Segmentation, Pattern recognition, Computer Vision, Machine Learning, Image Processing, Neural Network.Shweta DasManager
Talent Acquisition (ref:hirist.com)",,
672,BetterPlace - Machine Learning Engineer - Python/Jupyter/Tensorflow,Better place Safety Solutions,"Bengaluru, Karnataka, India",,6 days ago,Full-time · Entry level,See how you compare to 3 applicants. Try Premium for free,You have a preferred skill badge,"About the job
Group Company : BetterPlaceDesignation : Machine Learning Engineer (Machine Learning Engineer)Office Location : BengaluruPosition description :Data Scientists will leverage vast amounts of data collected by us and build models to provide amazing experiences to our customers and solve business problems. Individuals will be part of a team consisting of data analysts and machine learning engineers. Data scientists will own a complete model development life cycle - define problem statement, data requirement, extracting and cleaning data, DS and business metric, model experimentation and development, and are expected to write clean code, which can be easily used or deployed by machine learning engineers. Few of the interesting problems on which we are working on are - face recognition based attendance system, extracting information from images of government id cards, job recommender system etc. Data Scientists are expected to have a good understanding of ML algorithms, Data Science lifecycle, working knowledge of relational databases. Candidates should have knowledge of Python, Jupyter Notebook or Google Colab, scikit-learn, and deep learning framework - tensorflow or pytorch.Required Skills :- Understanding of Data Science lifecycle- Good understanding of ML models, specially of those which you have used in past- Proficiency in Python with respect to Data Science - scikit-learn, jupyter notebook, tensorflow or pytorch- Proficiency in relational databses
MySQL or Postgresql- Software engineering practices - git, CI/CD etc.Current role: Data Scientist / ML Researcher
3
6 years of experienceEducation Background : Degree in quantitative fields - engineering, economics etc.Primary Responsibilities : ML engineers are expected to have a good understanding of engineering principles. Knowledge of usual ML suspects like Python, Jupyter Notebook or Google Colab, scikit-learn, and deep learning framework (ref:hirist.com)",,
673,Data & Applied Scientist,Microsoft,"Hyderabad, Telangana, India",,1 week ago,Full-time,"10,001+ employees · Computer Software",4 school alumni,"About the job
Microsoft’s Cloud business is experiencing explosive growth, and the Capacity, Supply Chain & Provisioning (CSCP) organization is responsible for enabling the infrastructure underlying this growth. Our mission is to deliver the world’s computer with an industry-leading supply chain. CSCP is responsible for strategic sourcing, customer demand forecasting, capacity planning and management, supply chain planning and execution, capacity provisioning, and decommissioning and dispositioning of datacenter assets worldwide.

Do you enjoy building scalable models and approaches that solves capacity experience whitespace problems to serve our Azure customers? You will join an experienced data science team, build, collaborate with customer owners, operations and engineers, experiment and expand your influence and impact across teams. We are part of Global Capacity team in CSCP organization, and our vision is to deliver the best capacity customer experience by intelligent, predictive and proactive management of cloud capacity.

We are looking for a self-starter data scientist who will help us drive the business through data and data science. You will improve the customer experience by building robust technical and analytical solutions to help us better understand their needs. To be successful, you will need to enjoy working with ambiguity, be creative and have a passion for customer experience. This role requires you to be able to influence senior leaders of all levels- technical and business.

You will be solving for complex customer capacity experience problems in ever changing and rapidly growing cloud environment. The role is in a fast-paced infrastructure capacity experience team, driving process and modeling innovations in customer lifecycle - capacity experience, inventory modeling, capacity risk modeling and simulations. In a nutshell, you have the best Operations Research/ Data science role - bar none. This position offers opportunity for immediate impact through model updates in our systems and creation of effective metrics to optimize performance.

The successful candidate will be an industry leading, hands-on senior Data scientist with a proven history of driving critical research and operationalizing cutting edge thinking to realize opportunity. The qualified candidate will have experience implementing numerical optimization methods designed for capacity, fulfillment, inventory and supply-chain optimization.

Responsibilities
Own the strategic planning and research initiatives involved with capacity experience modeling, risk modeling and process improvement and sizing up opportunities from new initiatives. Build prototypes to demonstrate the benefits from proposed changes to the decision systems and operational processes.
Partner closely with business and engineering groups. Provide analysis using mathematical modeling tools to benchmark existing operations/processes as well as to identify opportunities for improvement. Work closely with engineering teams in enhancing the prototypes and implementing them in our production environment.
Effectively communicate with senior management as well as with colleagues from computer science, operations research and business backgrounds.
Qualifications

Required Qualifications:
MS in Operations Research, Applied Mathematics, Computer Science or Data Science
5 to 7 years’ experience working with real world customer experience, capacity modeling and supply chain problems.
Solid knowledge in capacity & customer experience modeling, inventory planning and mathematical optimization
Rich experience to analyze big data scale and expert ability to conduct statistical analysis and modeling using Python and/or R
Gathering requirements from business users, translating to functional requirements, and coordinating work between technical and business teams
Business knowledge to be able to make trade-offs
Preferred Qualifications
Knowledge in the following: theories of optimization including linear programming, mixed-integer programming and network modeling.
Experience communicating with both technical and business people. Ability to speak at a level appropriate for the audience. Experience applying these skills in both academic teaching environment and a business setting is a plus.
Demonstrate ability in delivering business value by implementing the optimization models while integrating with engineering production systems
Experience with leveraging such models to provide guidance for strategic and tactical business decision making.
Experience prototyping and developing software in Python and/or R
Proficient with SQL and experience with very large-scale data. The ability to manipulate data by writing scripts (Perl, Ruby etc.).
Ability to meet Microsoft, customer and/or government security screening requirements are required for this role. These requirements include, but are not limited to the following specialized security screenings: Microsoft Cloud Background Check: This position will be required to pass the Microsoft Cloud Background Check upon hire/transfer and every two years thereafter.

Microsoft is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to age, ancestry, color, family or medical care leave, gender identity or expression, genetic information, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran status, race, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable laws, regulations and ordinances. If you need assistance and/or a reasonable accommodation due to a disability during the application or the recruiting process, please send a request via the Accommodation request form.

Benefits/perks listed below may vary depending on the nature of your employment with Microsoft and the country where you work.",,
674,Data Science Manager,Genpact,"Bangalore Urban, Karnataka, India",,3 days ago,Full-time · Mid-Senior level,"10,001+ employees · Information Technology & Services",4 school alumni,"About the job
We are inviting applications for the role of Data Science- Assistant Manager/Manager/Sr. Manager

Work Location- Bengaluru
Early joiners will be preferred.
Shift Timing- 1:00 Pm to 10:00 Pm

In this role you will be responsible to play a pivotal bridging role between statistical, technology specialists, AND the business /functional resources. At a broad level, you shall leverage your solutioning expertise to translate the customer’s business need into a techno-analytic problem and appropriately work with the statistical & technology specialist to bring large scale analytic solutions to fruition.

Responsibilities
Participate in SME reviews of Predictive Analytics opportunities/ engagements
Project Delivery - This would entail successful delivery of projects involving data Pre-processing, Model Training and Evaluation, Parameter Tuning
Manage Stakeholder/Customer Expectations
Project Blue Printing and Project Documentation
Creating Project Plan
Jump-start Machine Learning projects with customer with focus on providing disruptive insights in reasonable timeframes.
Actively collaborate with competency leaders in Big Data, OR, BI areas to stich big ticket solutions with end-to-end span

Minimum Qualifications
M. Sc in Mathematics, Computer Science, Information systems, or Computer engineering, Systems Engineering with rich relevant experience
Or Computational Science or Applied Engineering with good amount of industry experience in Applied Machine Learning / Predictive Analytics.
Exposure to Machine Learning & Quantitative Methods in Marketing / Consumer Behavior is a must
· Very good Python programming skills. R programming skills a plus
Solid knowledge of concepts in Machine Learning, Statistics, esp., in their application to learning from large data sources.
Proven expertise in Quantitative modelling for generating Insights and Solid understanding of time series-based data and related models.
Preferred Qualifications
Demonstrated ability to Conduct look-ahead client research with focus on supplementing and strengthening the client’s analytics agenda with newer tools and techniques Consulting experience
Previous experience of working on forecasting for Work Force Management projects
Ability to Prioritize, Consultative mindset & Time management skills",,
